Time,Average
0,0.0
1,0.0
3,0.0
5,0.0
6,0.26957142857142863
7,0.5954444444444444
8,0.266
9,0.41859999999999997
10,0.5546923076923077
11,0.5074666666666666
12,0.5186428571428572
13,0.3747499999999999
14,0.5665
15,0.4076470588235294
16,0.3435333333333333
17,0.45423529411764707
18,0.47264285714285714
19,0.47314285714285714
20,0.4030625
21,0.47787499999999994
22,0.6048666666666667
23,0.511
24,0.4344166666666667
25,0.5268571428571428
26,0.35000000000000003
27,0.5342142857142858
28,0.37846153846153846
29,0.503090909090909
30,0.31916666666666665
31,0.3384
32,0.38499999999999995
33,0.5194545454545454
34,0.3453846153846154
35,0.3915
36,0.34349999999999997
37,0.4675833333333334
38,0.19526666666666667
39,0.34880000000000005
40,0.3562727272727273
41,0.3176153846153846
42,0.3150714285714286
43,0.3109285714285714
44,0.27985714285714286
45,0.34414285714285714
46,0.3485714285714285
47,0.3377142857142857
48,0.3301428571428571
49,0.3416923076923077
50,0.35415384615384615
51,0.3473571428571428
52,0.3790833333333334
53,0.23625000000000004
54,0.3404615384615385
55,0.41657142857142865
56,0.368625
57,0.3327857142857143
58,0.34718750000000004
59,0.3479375
60,0.39781250000000007
61,0.3794166666666667
62,0.30666666666666664
63,0.46649999999999997
64,0.3379230769230769
65,0.32954545454545453
66,0.0
67,0.0
68,0.0
69,0.0
