Time,Average
0,0.0
1,0.0
2,0.0
3,0.0
4,0.324
5,0.303
6,0.6013333333333333
7,0.5543750000000001
8,0.587875
9,0.5822857142857144
10,0.6825555555555556
11,0.573625
12,0.5292857142857142
13,0.46825
14,0.44855555555555554
15,0.47622222222222216
16,0.5495714285714285
17,0.41025
18,0.538
19,0.49162500000000003
20,0.6045555555555555
21,0.549625
22,0.5606666666666666
23,0.507
24,0.4972222222222222
25,0.540875
26,0.564875
27,0.47622222222222216
28,0.4801111111111111
29,0.48362499999999997
30,0.5522222222222221
31,0.41111111111111115
32,0.333375
33,0.3772857142857143
34,0.46455555555555544
35,0.4525
36,0.444
37,0.41866666666666663
38,0.40425
39,0.43388888888888894
40,0.47388888888888886
41,0.39349999999999996
42,0.4625
43,0.436875
44,0.46955555555555556
45,0.48062499999999997
46,0.4187777777777778
47,0.4265555555555556
48,0.4686666666666667
49,0.4537777777777777
50,0.462125
51,0.44
52,0.38325
53,0.39685714285714285
54,0.395
55,0.45585714285714285
56,0.4438571428571429
57,0.44362500000000005
58,0.46075
59,0.4762857142857143
60,0.470625
61,0.406
62,0.487375
63,0.4347142857142857
64,0.3065555555555556
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
